,평점,일시,감상평
1066,8,2020.06.09 08:59,송지효 연기잘함킬링타임용예상가능한 전개
1067,1,2020.06.09 08:53,이런 쓰레기 영화 간만이군요....코로나 때문에 아무리 볼게 없어도 이 영화는 거르세요~~배우들도 송지효가 그나마 괜찮고 나머지 배우들 연기 최악...알바가 열일 하나보군..
1068,8,2020.06.08 20:52,저는 재밌었어요~ 어차피 한국 영화는 기대를 잘 안하는 편이라 그냥 남친이랑 시간 있어서 봤는데 무섭고 김무열 연기 이렇게 잘하는 줄 몰랐네용 돈내고 보기는 조금 아까울 수 있습니당 ㅎㅎ 통신사 멤버십으로 보세용
1069,7,2020.06.08 17:38,"초중반 몰입감이 장난아님 근데 중 후반 마무리가 음,,,,"
1070,6,2020.06.08 06:42,긴장감있게 보다가 이단종교 얘기로 나올때 짜증났음뻔한 스토리에 전하는 메시지가 무언지 모르겠음제발 뻔한 이단종교 스토리는 더이상 안했으면 ...
1071,6,2020.06.07 20:40,"마지막에 김무열이 송지효 죽일 줄 몰랐는데.. 죽는 장면에서 왠지모를 통쾌함. 결국 낭떠러지에서 손을 놓아버릴 때 안도했어요.  사이비 신도들이 싫어할 영화네요. 배우들 연기력은 최고였으며, 긴장감 폭발합니다. ‘기억의 밤’ 보다 좋았음. "
1072,8,2020.06.07 20:25,배우들이 연기도 잘하고 전개도 스릴있었어요.
1073,6,2020.06.07 14:17,감독이 유전을 인상깊게 본것같은데 한없이 부족하다.초중반은 괜찮은데...
1074,2,2020.06.07 12:24,뜬금 사이비 ;; 이런..코로나가 참 이런영화도 보게 만드네마이들 보러가유 영화관 졸시원ㅋㅋ
1075,5,2020.06.07 12:12,답답한 연출에 화려한 연기
1076,10,2020.06.06 18:55,김무열 신경증 환자 연기 소름돋음 ㅋㅋㅋ
1077,6,2020.06.06 18:13,작위적인 스토리에 허술한 전개..킬링타임으로 그냥저냥 볼만함. 아이하나 데려오려고 사람을 둘이나 죽이나?ㅋ그냥 델구가면 되겠구만
1078,8,2020.06.06 17:01,송지효 늘 발성땜에 문제였는데 이번엔 그 발성이 영화를 살림 특유의 그 표정도 오싹
1079,10,2020.06.06 16:59,김무열님이랑 송지효님의 환상케미 진짜 재미있었습니다!! 긴장감 굿~~
1080,10,2020.06.06 16:20,와 이번에 송지효 연기 변신 제대로 했던데 영화 또한 존잼임
1081,10,2020.06.06 15:38,재밌어요 맥주 마시고 봤더니 영화 휴유증이 좀 있었음 휴우
1082,10,2020.06.06 14:32,송지효 목소리가.... 이렇게  긴장감이 있었나?? 오랜만에 몰입해서 잘봤네요
1083,8,2020.06.06 13:27,영화를 오랫만에 극장가서 봤더니 기대를 많이했어요 연기는 모두 잘 소화해주셨고 스토리는 그냥 뻔했어요
1084,10,2020.06.06 10:59,
1085,8,2020.06.06 08:39,예측할 수 없는 전개에 나도모르게 긴장이 되더라
1086,10,2020.06.06 00:28,딸 아이를 가진 아빠는 절대 보지 않는것을 추천드립니다.보다가 스트레스 받아서 혈압올라서 집에 온 지금까지도머리가 지끈거립니다.  혈압있으신분들 보지마세요.
1087,5,2020.06.05 23:56,초중반 보면서 기생충 아류작인가? 생각 했는데 후반부로 갈수록 전개 어째 산으로 가는 느낌이라 스토리도 뜬금없이 이상해짐.. 그냥 배우들 연기 때문에 5점 준다.
1088,5,2020.06.05 03:49,배우들의 연기는 정말 나무랄데가 없었고 중반까지는 굉장히 재미있었으나주인공에겐 왜 애초부터 세뇌를 시도하지 않았을까.. 주인공 버프인가 라는생각만 계속 들다가 영화가 끝나버렸네요
1089,1,2020.06.11 10:09,알바 댓글 너무 티나는거 아냐? 티 좀 안나게 써봐 ㅋㅋㅋㅋ
1090,10,2020.06.11 01:41,
1091,7,2020.06.10 22:25,송지효의 연기가 정말 압도적이었지만 뻔한 스토리때문에 지루한감이 없지 않아있었다
1092,10,2020.06.10 21:01,어제 저녁 늦은 시간에  봤는데 정말 긴장하면서 봤네요 재미 있네요
1093,1,2020.06.10 14:25,"노잼.. 연기자분들 연기는 잘하는데..스토리 진짜 답없음, ,"
1094,10,2020.06.10 13:30,잘봤습니다 송지효 연기짱입니다
1095,10,2020.06.10 12:20,"영화의 몰입도도 좋았고, 스토리도 꽤 탄탄~ 배우 연기가 일품이네요! ㅎㅎ"
1096,10,2020.06.09 20:32,
1097,10,2020.06.09 13:48,송지효 표정 진짜....이 언니는 스릴러형 배우였어ㅠㅠ 차안에서 아줌마 노려보는 눈빛이 넘나 살벌해 그 자체만으로도 살떨리더라ㄷㄷㄷㄷ
1098,1,2020.06.09 09:04,댓글알바라는게 존재하는군요.. 졸작입니다.
1099,8,2020.06.08 16:43,중반부까지 긴장감있다가후반부에 힘이빠지면서 스토리 마무리하기에 버거웟던느낌입니다그래도 연기력은 굿귯!
1100,5,2020.06.08 09:55,내가 마스크를 쓰고 봐서 답답한게 아니라 영화가 답답한거였구나
1101,4,2020.06.08 09:39,기생충에 집단 감염된듯한 한국영화계.
1102,3,2020.06.08 09:24,전반전은 좋은데 후반전부터 전술부족...지금이 시대가 어느땐데 아이를 신에게 바쳐 ㅋ
1103,8,2020.06.07 22:22,주연배우님들 연기가 좋았으나 의외로 조연 분들 연기가 어색해서 몰입이 잘 안됐어요. 중반부까지 내용은 좋았으나 결말이 좀 아쉬웠습니다. 충분한 설명 없이 대충 끝난 느낌이에요ㅜㅜ
1104,10,2020.06.07 20:37,갑툭튀 이런거 없는데 무서움 재밌는데 카카오톡 검색하니까 평점 낮아서 엄청 보기싫었는데 왜 평점 그렇게 낮게 준고야 대체...!!!!열린 결말 약간 아쉽고...그거 말곤 다 좋아요 진짜ㅜ
1105,10,2020.06.07 20:36,지효누나가 색맹이었네
1106,5,2020.06.07 18:40,초중반까지는 볼만하다가 후반부부터 삼천포로 빠짐 ㅡㅡ
1107,5,2020.06.07 18:10,a급배우로 b급연출영화를 만든한국판 겟아웃.김무열대사처럼앞으로만 달려서 몰입감은 좋으나옆을좀 봤어야함.김무열혼자하는 영화
1108,1,2020.06.07 16:53,
1109,2,2020.06.07 16:50,진짜개쌉노잼인데 이게 평점이 어케 8점이넘나요
1110,10,2020.06.07 15:35,이런영화는 메가박스에서 할인없이 제돈주고 감상해도 아깝지가 않다클레멘타인이 전설이었다면 후속작으로 이작품을 추천한다대단한 걸작임에 틀림없다
1111,6,2020.06.07 15:03,ㅋㅋㅋ그냥 신천지 보는 느낌이었네요
1112,10,2020.06.07 09:25,약간 기분나쁜데 재미는있음ㅋㅋ추천
1113,7,2020.06.07 09:04,오랜만에 영화관에서 긴장감있게봄연기도 잘하고 스토리가 아주탄탄하진않지만괜찮았어요
1114,6,2020.06.07 08:25,"골 결정력은 아쉽지만 거기까지 가는 빌드업은 꽤 괜찮았다. 감독이 상업장편쪽은 초보같은데, 연륜이 쌓이면 꽤 좋은 작품을 만들 듯."
1115,10,2020.06.06 21:46,
1116,10,2020.06.06 19:30,재밌네요....ㅎㅎ 긴장감 넘치고 김무열 송지효 연기 잘생겼어요.. 흥해라~! 리클라이너 영화관에서 보세요
1117,10,2020.06.06 19:27,신선하고 탄탄한 스토리에 시간 가는줄 모르고 보게 되더라구여 생각보다 더 재밌는 영화였습니당
1118,10,2020.06.06 19:25,지효언니 스릴러 연기 넘 멋졌어요!!
1119,10,2020.06.06 19:15,진짜 미쳤어요.. 너무 재밌어요
1120,10,2020.06.06 19:14,배우들의 소름 돋는 연기력으로 보는 내내 긴장감과 스릴감은 최고조
1121,2,2020.06.06 18:32,경찰을 얼마나 더 멍청하게 만드셔야 속이 후련하실껍니까...
1122,10,2020.06.06 14:17,경찰을 얼마나 더 멍청하게 만드셔야 속이 후련하실껍니까...
1123,10,2020.06.06 11:35,
1124,10,2020.06.06 08:55,감독님소설도 되게 재밌게 봤었는데 그래서인지 영화도 꽤나 스토리가 탄탄하게 잘 짜여진 느낌이었어요
1125,8,2020.06.06 08:55,둘다 의심스러워서 긴장의 끈이 안놓아짐
1126,8,2020.06.05 22:39,결말이 좀 아쉽긴 했지만 두 사람의 연기력 그리고 긴장감있는 스토리를 보면 괜찮고 무난한 영화입니다.
1127,9,2020.06.05 20:43,서늘한 긴장감.. 오랜만에 느꼇다
1128,10,2020.06.05 20:40,딱 스릴러로 보기에 적당한 영화네요 재밌었음
1129,10,2020.06.05 20:19,결말이 충격적ㄷㄷ스포라 말은 안하겠슴
1130,6,2020.06.05 17:47,초중반까지는 괜찮은데 마무리가 좀.. 뒷심이 좀 부족한듯..
1131,7,2020.06.04 15:25,착한 연기에 그렇지 못한 결말....
1132,1,2020.06.11 01:40,돈아까워 진심 보다가 재미없어서 울고싶었음
1133,8,2020.06.10 21:16,무섭네요 예상 외의 전개
1134,2,2020.06.10 18:16,연기는 너무 좋았다. 다만. 연출 이  아십다.. 전체적인 스토리도짜임새가 너무 비약하고.. 좀더 다듬어져야 할 부분이 상당이 많음.아십다.. 좋은 배우 분이랑 만든 영화인대.
1135,10,2020.06.10 13:19,"별 기대감없이 봤는데 김무열 배우, 송지효 배우 연기력은 그냥 소름 그 자체였어요. 송지효 배우 서늘한 표정에 낮은톤 목소리까지 예능과는 180도 다른 모습에 몰입감이 장난아니었어요ㅜㅜ 뻔하지않아서 재밌었네요. 이 시국에 묘한 공감대가 있었달까요...ㅋㅋ 간만에 서늘한 긴장감 느끼며 영화관 나들이 좋았습니다~!! "
1136,8,2020.06.09 19:51,송지효의 절제된 연기와 김무열의 폭발하는 에너지는 좋았습니다.하지만 후반부로 갈수록  에너지가 좀더 넘쳐나야 하는데 약간 모자람이 아쉬었으나 간만에 끝까지 튀지않고 몰입도가 좋았습니다.
1137,1,2020.06.09 18:00,3류영화도 이런 3류영화가 없다 작위적 말도 안되는 끼워맞추기식  스토리전개 보면서  갑갑해죽는줄
1138,1,2020.06.09 15:52,선택할게 없네요 10줄도 아깝네요
1139,1,2020.06.09 13:09,깡패 견찰 떡검 한국영화 지겹다 했더니 이젠 말도안되는 떡밥 + 산으로 가는 허접 사이비 스토리 ...에휴 어눌한 발연기는 덤이고 이게 뭔 중고딩 졸업작품이냐?
1140,8,2020.06.09 05:23,스토리가 좋습니다 마지막 송지효 연기도 소름 돋았어요
1141,10,2020.06.09 00:18,재밌어요!!! 스토리도 너무 재밌네용
1142,10,2020.06.08 21:30,
1143,10,2020.06.08 18:36,진짜 3월부터 기대하고 있었는데 역시나 기대를 져버리지 않고 정말 재밌게 봤음
1144,8,2020.06.08 15:53,영화라도 전에도 생각햏지만 종교 무섭네요..
1145,2,2020.06.08 10:12,굳이 깨끗한 아이를 위해 10년 이상을 한 아이에게 투자했어야 했나? 김무열아니었으면 0점임
1146,5,2020.06.07 22:34,어설픈 '유전' 따라하기
1147,4,2020.06.07 20:55,"연기는 좋았는데 영상미나 흐름,결말이 고구마 백개먹은 기분요..제동생한테 보러가지말라고 말렸는데 이미 극장이라면서 좀만 일찍알았담안봤을꺼래요ㅠㅜ암튼 좀 답답해요.."
1148,10,2020.06.07 20:50,송지효씨..예능에서만 봐서 몰입 잘 안될 것 같았는데..연기가 대단합니다..역시 믿보송
1149,10,2020.06.07 18:53,이정도면 볼만한거 아닌가..
1150,2,2020.06.07 18:27,개연성 없는 기분 더러운 쓰레기영화. 스토리 뇌절하네.연기만 잘한다.
1151,1,2020.06.07 17:24,뻔하고 뜬금없는 얘기 간만에 영화인데 진짜 별로였어요ㅠㅠㅠ
1152,10,2020.06.07 10:39,연기는잘해요.모든배우들
1153,5,2020.06.07 01:49,한마디로 송지효 김무열이 아까운 영화 둘 연기는 최고였음 심지어 조연들 연기도 평타는 침 근데 왜 후반이 산으로 갈까..? 중반까진 긴장감 느끼면서 봤는데 너무 쉽게 들통난 면이 없지 않아 있는 것 같아서 살짝 아쉬운 영화 그래도 간만에 영화관 간게 행복하다 
1154,10,2020.06.07 00:14,
1155,10,2020.06.06 23:09,긴장과 몰입감.. 두말않고 강추!
1156,9,2020.06.06 22:59,"간만에 보는 영화인데...정말 두분(김무열,송지효)의 연기...감탄하고 잘 봤습니다."
1157,10,2020.06.06 22:11,방금 보고 나왔어용 재밌어용
1158,2,2020.06.06 21:29,이영화 저영화 짜집어놓고. 배우의 연기력으로 마치 완성된 척하는 스릴러 영화답답한 기승전개에 24시간 뽕에 취해있는 배우진비추박는다ㅔ
1159,3,2020.06.06 18:29,재미없습니다 보지마세요 긴장감 없음스토리 별로
1160,2,2020.06.06 16:29,모가재미잇다는건지모르겠딘스토리 다처음부터알것같고그냥 억지로끼워맞춘것같음..
1161,2,2020.06.06 14:51,만들다 말았다 개연성좀 추가해주세요
1162,2,2020.06.06 14:00,그냥 송지효만 보세요 젤연기잘함 댓글알바땜에 8점인데 어제는 9.8이엿음 상영2일만에1점이상이 떨어진거보면 답나오지않나여?전 이거보고 음 딱6.7점 영화네 생각햇네여
1163,10,2020.06.06 11:48,송지효배우님의 서늘한 연기력으로 극의 몰입감과 반전의 스토리로 너무 흥미진진하게 봤습니다~!! 침입자 화이팅!!!
1164,10,2020.06.06 11:45,
1165,10,2020.06.06 10:17,사이비는 사회의 악이다ㅠ 현실감있어서 그런지 더 재밌게 본 듯ㅠㅠ
1166,10,2020.06.06 10:15,칩입자 재밌었어요 또 보고싶어요ㅎㅎㅎ
1167,10,2020.06.06 10:05,동생은 오빠를 의심하고 오빠는 동생을 의심하고! 보는내내 긴장감 대박!!!
1168,9,2020.06.06 09:54,처음부터 끝까지 긴장의 연속! 긴장하면서 봤더니 담 걸림ㅋㅋㅋㅋ
1169,10,2020.06.06 08:56,막판에 진짜 개소름 ㅡㅡ..
1170,8,2020.06.05 22:49,완벽한 영화는 아니였지만 정말 간만에 영화관에서 충분히 긴장감있고 잘만든 영화를 봤음 .. 진짜 만족하면서 봤는데 ..
1171,10,2020.06.05 21:45,아니 이정도면 스릴도있고 볼만한거지 악플쓰는 빙들은 대체 어떻게만들어야 재밌게보냐 반전도 어마한 반전이 있어야하냐 엄청난반전만들기가 쉬운줄아냐 걍좀쳐봐라 고생해서찍은 영화 드럽게물들이지말고 진짜 빙들이 평점먹이는 이런거없어져야함..특히 스릴러영화는 평점투표하는거 없애야함..스포도할수도있고 아님 모든영화에 평점달는거 없애야한다 블로그도 마찬가지고 아예 평가을 못하도록해야한다 방구석빙들이 머을 판단한다고ㅉㅉ 고생해서만든영화을 방해만쳐하고있네 ㅉㅉ 
1172,5,2020.06.05 16:59,중반부까지는 정말 좋았습니다. 하지만 중반부 이후부터는 개연성을 잃었어요. 연기는 정말 좋지만 스토리는.. 글쎄요.. 그냥 연기 볼 거면 보러 가도 되지만 스토리를 보거나 전개 흐름을 볼 거면 비추합니다.
1173,4,2020.06.04 22:12,답답한 마무리그냥 찝찝
1174,1,2020.06.10 22:47,오랜만에 영화한편 봐야하고 봤는데안보는게 나았네요 평점보고 보지 마세요 절대!전개와 안맞는 뜬금 결말.... 후회
1175,1,2020.06.10 19:11,잠안올때 보면 추천드림
1176,2,2020.06.10 09:32,하도 어이가 없어 별점 남깁니다. 8점대라니? 이해하기 힘듬.. 배우들의 연기를 떠나 스토리가 어이가 없으니 덩달아 연기도 허접해 보이는듯
1177,2,2020.06.09 20:25,아.... 괜히 봤다....
1178,2,2020.06.09 16:44,뭔가 엉성한 미스터리. 연출 엉성. 스토리 전개 엉성. 마무리 엉성. 그냥 김무열 혼자 고군분투하다 끝나는 영화. 후반부에 화나서 나오려다 돈 아까워서 앉아있었던 영화.
1179,10,2020.06.09 10:03,생각했던거 보다 더 재밌었고 뭔가 의미도 있는 영화였어요 기생충 느낌도 살짝 나네요~
1180,2,2020.06.09 01:24,아ㅡㅡㅡ 밤고구마1000개같네
1181,10,2020.06.08 18:27,기대 1도 안했는데 쫀쫀한 서스펜스...
1182,1,2020.06.08 17:02,갑자기분위기이단....
